timestamp,analog_value,label
12852,1616.0,drill
12869,2221.0,drill
12886,2398.0,drill
12903,1826.0,drill
12920,2071.0,drill
12937,2021.0,drill
12954,2310.0,drill
12971,2000.0,drill
12988,2192.0,drill
13005,2442.0,drill
13022,2305.0,drill
13039,2101.0,drill
13056,2356.0,drill
13073,1938.0,drill
13090,2144.0,drill
13107,1952.0,drill
13124,2305.0,drill
13141,2037.0,drill
13158,2060.0,drill
13175,2215.0,drill
13192,2209.0,drill
13209,2307.0,drill
13226,1780.0,drill
13243,2080.0,drill
13260,2017.0,drill
13277,2320.0,drill
13294,2227.0,drill
13311,1903.0,drill
13328,2160.0,drill
13345,1883.0,drill
13362,2062.0,drill
13379,2160.0,drill
13396,2187.0,drill
13413,2197.0,drill
13430,1915.0,drill
13447,2340.0,drill
13464,1854.0,drill
13481,2119.0,drill
13498,1936.0,drill
13515,2119.0,drill
13532,1802.0,drill
13549,2420.0,drill
13566,1954.0,drill
13583,2349.0,drill
13600,2254.0,drill
13617,1983.0,drill
13634,2128.0,drill
13651,2242.0,drill
13668,2416.0,drill
13685,2437.0,drill
13702,2198.0,drill
13719,1944.0,drill
13736,2190.0,drill
13753,1890.0,drill
13770,2289.0,drill
13787,2386.0,drill
13804,2073.0,drill
13821,2235.0,drill
13838,2064.0,drill
13855,2160.0,drill
13872,2180.0,drill
13889,2209.0,drill
13906,2155.0,drill
13923,2160.0,drill
13940,2155.0,drill
13957,2192.0,drill
13974,2174.0,drill
13991,2169.0,drill
14008,2174.0,drill
14025,2170.0,drill
14042,2171.0,drill
14059,2170.0,drill
14076,2169.0,drill
14093,2174.0,drill
14110,2171.0,drill
14127,2167.0,drill
14144,2171.0,drill
14161,2174.0,drill
14178,2176.0,drill
14195,2170.0,drill
14212,2174.0,drill
14229,2171.0,drill
14246,2173.0,drill
14263,2175.0,drill
14280,2172.0,drill
14297,2175.0,drill
14314,2172.0,drill
14331,2175.0,drill
14348,2173.0,drill
14365,2173.0,drill
14382,2176.0,drill
14399,2173.0,drill
14416,2173.0,drill
14433,2174.0,drill
14450,2173.0,drill
14467,2172.0,drill
14484,2173.0,drill
14501,2172.0,drill
14518,2176.0,drill
14535,2170.0,drill
14552,2172.0,drill
14569,2176.0,drill
14586,2173.0,drill
14603,2175.0,drill
14620,2379.0,drill
14637,2270.0,drill
14654,1828.0,drill
14671,1986.0,drill
14688,2262.0,drill
14705,2199.0,drill
14722,2032.0,drill
14739,1947.0,drill
14756,2175.0,drill
14773,2262.0,drill
14790,2242.0,drill
14807,2247.0,drill
14824,2099.0,drill
14841,1770.0,drill
14858,2401.0,drill
14875,2203.0,drill
14892,2107.0,drill
14909,2331.0,drill
14926,2256.0,drill
